"State","District","Crop","Season","Area-2024-25","Production-2024-25","Yield-2024-25"
"Goa","South Goa","Total Food Grains","Rabi","0.07","0.18","2561.00"
"Goa","South Goa","Total Food Grains","Total","0.20","0.43","2117.00"
"Gujarat","Ahmedabad","Rice","Kharif","1.51","3.54","2342.00"
"Gujarat","Ahmedabad","Rice","Summer","0.44","1.27","2926.00"
"Gujarat","Ahmedabad","Rice","Total","1.95","4.81","2473.00"
"Gujarat","Ahmedabad","Wheat","Rabi","1.41","3.18","2254.00"
"Gujarat","Ahmedabad","Wheat","Total","1.41","3.18","2254.00"
"Gujarat","Ahmedabad","Jowar","Rabi","0.00","0.00","1773.00"
"Gujarat","Ahmedabad","Jowar","Total","0.00","0.00","1773.00"
"Gujarat","Ahmedabad","Bajra","Kharif","0.00","0.00","1844.00"
"Gujarat","Ahmedabad","Bajra","Summer","0.02","0.06","2987.00"
"Gujarat","Ahmedabad","Bajra","Total","0.02","0.06","2901.00"
"Gujarat","Ahmedabad","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1844.00"
"Gujarat","Ahmedabad","Shree Anna /Nutri Cereals","Rabi","0.00","0.00","1773.00"
"Gujarat","Ahmedabad","Shree Anna /Nutri Cereals","Summer","0.02","0.06","2987.00"
"Gujarat","Ahmedabad","Shree Anna /Nutri Cereals","Total","0.02","0.06","2845.00"
"Gujarat","Ahmedabad","Nutri/Coarse Cereals","Kharif","0.00","0.00","1844.00"
"Gujarat","Ahmedabad","Nutri/Coarse Cereals","Rabi","0.00","0.00","1773.00"
"Gujarat","Ahmedabad","Nutri/Coarse Cereals","Summer","0.02","0.06","2987.00"
"Gujarat","Ahmedabad","Nutri/Coarse Cereals","Total","0.02","0.06","2845.00"
"Gujarat","Ahmedabad","Cereals","Kharif","1.51","3.54","2342.00"
"Gujarat","Ahmedabad","Cereals","Rabi","1.41","3.18","2253.00"
"Gujarat","Ahmedabad","Cereals","Summer","0.45","1.33","2929.00"
"Gujarat","Ahmedabad","Cereals","Total","3.38","8.05","2383.00"
"Gujarat","Ahmedabad","Tur","Kharif","0.15","0.18","1165.00"
"Gujarat","Ahmedabad","Tur","Total","0.15","0.18","1165.00"
"Gujarat","Ahmedabad","Gram","Rabi","0.43","0.46","1067.00"
"Gujarat","Ahmedabad","Gram","Total","0.43","0.46","1067.00"
"Gujarat","Ahmedabad","Urad","Kharif","0.04","0.01","226.00"
"Gujarat","Ahmedabad","Urad","Total","0.04","0.01","226.00"
"Gujarat","Ahmedabad","Moong","Kharif","0.01","0.00","234.00"
"Gujarat","Ahmedabad","Moong","Summer","0.00","0.00","1201.00"
"Gujarat","Ahmedabad","Moong","Total","0.01","0.00","404.00"
"Gujarat","Ahmedabad","Other Pulses","Kharif","0.07","0.05","742.00"
"Gujarat","Ahmedabad","Other Pulses","Total","0.07","0.05","742.00"
"Gujarat","Ahmedabad","Total Pulses","Total","0.69","0.69","1003.00"
"Gujarat","Ahmedabad","Total Food Grains","Kharif","1.78","3.78","2127.00"
"Gujarat","Ahmedabad","Total Food Grains","Rabi","1.84","3.64","1978.00"
"Gujarat","Ahmedabad","Total Food Grains","Summer","0.46","1.33","2923.00"
"Gujarat","Ahmedabad","Total Food Grains","Total","4.07","8.75","2149.00"
"Gujarat","Amreli","Wheat","Rabi","0.42","1.50","3538.00"
"Gujarat","Amreli","Wheat","Total","0.42","1.50","3538.00"
"Gujarat","Amreli","Bajra","Kharif","0.01","0.02","1971.00"
"Gujarat","Amreli","Bajra","Summer","0.04","0.12","2854.00"
"Gujarat","Amreli","Bajra","Total","0.05","0.15","2670.00"
"Gujarat","Amreli","Small Millets","Kharif","0.00","0.00","626.00"
"Gujarat","Amreli","Small Millets","Total","0.00","0.00","626.00"
"Gujarat","Amreli","Shree Anna /Nutri Cereals","Kharif","0.01","0.02","1900.00"
"Gujarat","Amreli","Shree Anna /Nutri Cereals","Summer","0.04","0.12","2854.00"
"Gujarat","Amreli","Shree Anna /Nutri Cereals","Total","0.06","0.15","2647.00"
"Gujarat","Amreli","Nutri/Coarse Cereals","Kharif","0.01","0.02","1900.00"
"Gujarat","Amreli","Nutri/Coarse Cereals","Summer","0.04","0.12","2854.00"
"Gujarat","Amreli","Nutri/Coarse Cereals","Total","0.06","0.15","2647.00"
"Gujarat","Amreli","Cereals","Kharif","0.01","0.02","1900.00"
"Gujarat","Amreli","Cereals","Rabi","0.42","1.50","3538.00"
"Gujarat","Amreli","Cereals","Summer","0.04","0.12","2854.00"
"Gujarat","Amreli","Cereals","Total","0.48","1.65","3435.00"
"Gujarat","Amreli","Tur","Kharif","0.01","0.02","1292.00"
"Gujarat","Amreli","Tur","Total","0.01","0.02","1292.00"
"Gujarat","Amreli","Gram","Rabi","0.94","1.69","1809.00"
"Gujarat","Amreli","Gram","Total","0.94","1.69","1809.00"
"Gujarat","Amreli","Urad","Kharif","0.01","0.00","570.00"
"Gujarat","Amreli","Urad","Summer","0.00","0.00","800.00"
"Gujarat","Amreli","Urad","Total","0.01","0.00","605.00"
"Gujarat","Amreli","Moong","Kharif","0.01","0.00","497.00"
"Gujarat","Amreli","Moong","Summer","0.01","0.01","834.00"
"Gujarat","Amreli","Moong","Total","0.02","0.02","715.00"
"Gujarat","Amreli","Other Pulses","Kharif","0.00","0.00","686.00"
"Gujarat","Amreli","Other Pulses","Total","0.00","0.00","686.00"
"Gujarat","Amreli","Total Pulses","Total","0.98","1.73","1768.00"
"Gujarat","Amreli","Total Food Grains","Kharif","0.04","0.05","1184.00"
"Gujarat","Amreli","Total Food Grains","Rabi","1.36","3.19","2349.00"
"Gujarat","Amreli","Total Food Grains","Summer","0.06","0.14","2329.00"
"Gujarat","Amreli","Total Food Grains","Total","1.46","3.38","2317.00"
"Gujarat","Anand","Rice","Kharif","1.22","3.22","2647.00"
"Gujarat","Anand","Rice","Summer","0.22","0.63","2928.00"
"Gujarat","Anand","Rice","Total","1.43","3.86","2689.00"
"Gujarat","Anand","Wheat","Rabi","0.33","0.93","2833.00"
"Gujarat","Anand","Wheat","Total","0.33","0.93","2833.00"
"Gujarat","Anand","Maize","Kharif","0.00","0.00","1474.00"
"Gujarat","Anand","Maize","Total","0.00","0.00","1474.00"
"Gujarat","Anand","Jowar","Kharif","0.00","0.00","1366.00"
"Gujarat","Anand","Jowar","Rabi","0.00","0.00","1773.00"
"Gujarat","Anand","Jowar","Total","0.00","0.00","1377.00"
"Gujarat","Anand","Bajra","Kharif","0.05","0.09","1880.00"
"Gujarat","Anand","Bajra","Summer","0.38","1.15","3020.00"
"Gujarat","Anand","Bajra","Total","0.43","1.24","2898.00"
"Gujarat","Anand","Small Millets","Kharif","0.01","0.00","430.00"
"Gujarat","Anand","Small Millets","Total","0.01","0.00","430.00"
"Gujarat","Anand","Shree Anna /Nutri Cereals","Kharif","0.05","0.09","1677.00"
"Gujarat","Anand","Shree Anna /Nutri Cereals","Rabi","0.00","0.00","1773.00"
"Gujarat","Anand","Shree Anna /Nutri Cereals","Summer","0.38","1.15","3020.00"
"Gujarat","Anand","Shree Anna /Nutri Cereals","Total","0.43","1.24","2854.00"
"Gujarat","Anand","Nutri/Coarse Cereals","Kharif","0.05","0.09","1674.00"
"Gujarat","Anand","Nutri/Coarse Cereals","Rabi","0.00","0.00","1773.00"
"Gujarat","Anand","Nutri/Coarse Cereals","Summer","0.38","1.15","3020.00"
"Gujarat","Anand","Nutri/Coarse Cereals","Total","0.44","1.24","2853.00"
"Gujarat","Anand","Cereals","Kharif","1.27","3.31","2605.00"
"Gujarat","Anand","Cereals","Rabi","0.33","0.93","2833.00"
"Gujarat","Anand","Cereals","Summer","0.60","1.78","2987.00"
"Gujarat","Anand","Cereals","Total","2.20","6.02","2743.00"
"Gujarat","Anand","Tur","Kharif","0.00","0.00","1162.00"
"Gujarat","Anand","Tur","Total","0.00","0.00","1162.00"
"Gujarat","Anand","Gram","Rabi","0.07","0.07","952.00"
"Gujarat","Anand","Gram","Total","0.07","0.07","952.00"
"Gujarat","Anand","Urad","Kharif","0.00","0.00","570.00"
"Gujarat","Anand","Urad","Total","0.00","0.00","570.00"
"Gujarat","Anand","Moong","Kharif","0.00","0.00","497.00"
"Gujarat","Anand","Moong","Summer","0.01","0.01","836.00"
"Gujarat","Anand","Moong","Total","0.01","0.01","835.00"
"Gujarat","Anand","Other Pulses","Kharif","0.00","0.00","686.00"
"Gujarat","Anand","Other Pulses","Total","0.00","0.00","686.00"
"Gujarat","Anand","Total Pulses","Total","0.08","0.08","936.00"
"Gujarat","Anand","Total Food Grains","Kharif","1.28","3.32","2601.00"
"Gujarat","Anand","Total Food Grains","Rabi","0.40","1.00","2492.00"
"Gujarat","Anand","Total Food Grains","Summer","0.60","1.79","2962.00"
"Gujarat","Anand","Total Food Grains","Total","2.28","6.10","2678.00"
"Gujarat","Arvalli","Rice","Kharif","0.01","0.02","2123.00"
"Gujarat","Arvalli","Rice","Total","0.01","0.02","2123.00"
"Gujarat","Arvalli","Wheat","Rabi","0.79","2.10","2652.00"
"Gujarat","Arvalli","Wheat","Total","0.79","2.10","2652.00"
"Gujarat","Arvalli","Maize","Kharif","0.30","0.78","2627.00"
"Gujarat","Arvalli","Maize","Rabi","0.11","0.35","3187.00"
"Gujarat","Arvalli","Maize","Summer","0.00","0.00","2728.00"
"Gujarat","Arvalli","Maize","Total","0.41","1.14","2777.00"
"Gujarat","Arvalli","Bajra","Kharif","0.00","0.01","1966.00"
"Gujarat","Arvalli","Bajra","Summer","0.06","0.20","3229.00"
"Gujarat","Arvalli","Bajra","Total","0.07","0.21","3155.00"
"Gujarat","Arvalli","Shree Anna /Nutri Cereals","Kharif","0.00","0.01","1966.00"
"Gujarat","Arvalli","Shree Anna /Nutri Cereals","Summer","0.06","0.20","3229.00"
"Gujarat","Arvalli","Shree Anna /Nutri Cereals","Total","0.07","0.21","3155.00"
"Gujarat","Arvalli","Nutri/Coarse Cereals","Kharif","0.30","0.79","2619.00"
"Gujarat","Arvalli","Nutri/Coarse Cereals","Rabi","0.11","0.35","3187.00"
"Gujarat","Arvalli","Nutri/Coarse Cereals","Summer","0.06","0.20","3215.00"
"Gujarat","Arvalli","Nutri/Coarse Cereals","Total","0.47","1.34","2829.00"
"Gujarat","Arvalli","Cereals","Kharif","0.31","0.81","2604.00"
"Gujarat","Arvalli","Cereals","Rabi","0.90","2.45","2716.00"
"Gujarat","Arvalli","Cereals","Summer","0.06","0.20","3215.00"
"Gujarat","Arvalli","Cereals","Total","1.28","3.46","2714.00"
"Gujarat","Arvalli","Tur","Kharif","0.02","0.02","1040.00"
"Gujarat","Arvalli","Tur","Total","0.02","0.02","1040.00"
"Gujarat","Arvalli","Gram","Rabi","0.10","0.14","1326.00"
"Gujarat","Arvalli","Gram","Total","0.10","0.14","1326.00"
"Gujarat","Arvalli","Urad","Kharif","0.05","0.04","710.00"
"Gujarat","Arvalli","Urad","Summer","0.00","0.00","803.00"
"Gujarat","Arvalli","Urad","Total","0.05","0.04","710.00"
"Gujarat","Arvalli","Moong","Kharif","0.00","0.00","497.00"
"Gujarat","Arvalli","Moong","Summer","0.01","0.01","1201.00"
"Gujarat","Arvalli","Moong","Total","0.01","0.01","987.00"
"Gujarat","Arvalli","Other Pulses","Kharif","0.00","0.00","686.00"
"Gujarat","Arvalli","Other Pulses","Total","0.00","0.00","686.00"
"Gujarat","Arvalli","Total Pulses","Total","0.18","0.20","1103.00"
"Gujarat","Arvalli","Total Food Grains","Kharif","0.38","0.87","2260.00"
"Gujarat","Arvalli","Total Food Grains","Rabi","1.00","2.59","2574.00"
"Gujarat","Arvalli","Total Food Grains","Summer","0.07","0.21","3012.00"
"Gujarat","Arvalli","Total Food Grains","Total","1.46","3.66","2513.00"
"Gujarat","Banas Kantha","Wheat","Rabi","0.63","1.79","2832.00"
"Gujarat","Banas Kantha","Wheat","Total","0.63","1.79","2832.00"
"Gujarat","Banas Kantha","Maize","Kharif","0.10","0.24","2417.00"
"Gujarat","Banas Kantha","Maize","Rabi","0.02","0.07","2656.00"
"Gujarat","Banas Kantha","Maize","Summer","0.02","0.04","2051.00"
"Gujarat","Banas Kantha","Maize","Total","0.14","0.34","2411.00"
"Gujarat","Banas Kantha","Jowar","Kharif","0.06","0.06","1115.00"
"Gujarat","Banas Kantha","Jowar","Total","0.06","0.06","1115.00"
"Gujarat","Banas Kantha","Bajra","Kharif","1.13","2.12","1867.00"
"Gujarat","Banas Kantha","Bajra","Summer","1.74","4.99","2876.00"
"Gujarat","Banas Kantha","Bajra","Total","2.87","7.11","2477.00"
"Gujarat","Banas Kantha","Small Millets","Kharif","0.09","0.22","2376.00"
"Gujarat","Banas Kantha","Small Millets","Total","0.09","0.22","2376.00"
"Gujarat","Banas Kantha","Shree Anna /Nutri Cereals","Kharif","1.28","2.40","1871.00"
"Gujarat","Banas Kantha","Shree Anna /Nutri Cereals","Summer","1.74","4.99","2876.00"
"Gujarat","Banas Kantha","Shree Anna /Nutri Cereals","Total","3.02","7.39","2449.00"
"Gujarat","Banas Kantha","Nutri/Coarse Cereals","Kharif","1.38","2.64","1909.00"
"Gujarat","Banas Kantha","Nutri/Coarse Cereals","Rabi","0.02","0.07","2656.00"
"Gujarat","Banas Kantha","Nutri/Coarse Cereals","Summer","1.75","5.03","2868.00"
"Gujarat","Banas Kantha","Nutri/Coarse Cereals","Total","3.16","7.73","2447.00"
"Gujarat","Banas Kantha","Cereals","Kharif","1.38","2.64","1909.00"
"Gujarat","Banas Kantha","Cereals","Rabi","0.66","1.86","2826.00"
"Gujarat","Banas Kantha","Cereals","Summer","1.75","5.03","2868.00"
"Gujarat","Banas Kantha","Cereals","Total","3.79","9.52","2511.00"
"Gujarat","Banas Kantha","Tur","Kharif","0.00","0.00","1162.00"
"Gujarat","Banas Kantha","Tur","Total","0.00","0.00","1162.00"
"Gujarat","Banas Kantha","Gram","Rabi","0.00","0.01","1841.00"
"Gujarat","Banas Kantha","Gram","Total","0.00","0.01","1841.00"
"Gujarat","Banas Kantha","Urad","Kharif","0.01","0.01","626.00"
"Gujarat","Banas Kantha","Urad","Total","0.01","0.01","626.00"
"Gujarat","Banas Kantha","Moong","Kharif","0.02","0.01","561.00"
"Gujarat","Banas Kantha","Moong","Summer","0.00","0.00","1201.00"
"Gujarat","Banas Kantha","Moong","Total","0.02","0.01","666.00"
"Gujarat","Banas Kantha","Other Pulses","Kharif","0.00","0.00","686.00"
"Gujarat","Banas Kantha","Other Pulses","Total","0.00","0.00","686.00"
"Gujarat","Banas Kantha","Total Pulses","Total","0.03","0.03","821.00"
"Gujarat","Banas Kantha","Total Food Grains","Kharif","1.41","2.66","1885.00"
"Gujarat","Banas Kantha","Total Food Grains","Rabi","0.66","1.86","2819.00"
"Gujarat","Banas Kantha","Total Food Grains","Summer","1.76","5.03","2865.00"
"Gujarat","Banas Kantha","Total Food Grains","Total","3.83","9.55","2496.00"
"Gujarat","Bharuch","Rice","Kharif","0.10","0.17","1634.00"
"Gujarat","Bharuch","Rice","Summer","0.09","0.26","2974.00"
"Gujarat","Bharuch","Rice","Total","0.19","0.44","2249.00"
"Gujarat","Bharuch","Wheat","Rabi","0.18","0.36","1933.00"
"Gujarat","Bharuch","Wheat","Total","0.18","0.36","1933.00"
"Gujarat","Bharuch","Maize","Kharif","0.01","0.01","1474.00"
"Gujarat","Bharuch","Maize","Rabi","0.00","0.00","2656.00"
"Gujarat","Bharuch","Maize","Total","0.01","0.02","1669.00"
"Gujarat","Bharuch","Jowar","Kharif","0.01","0.01","1366.00"
"Gujarat","Bharuch","Jowar","Rabi","0.02","0.02","1240.00"
"Gujarat","Bharuch","Jowar","Total","0.03","0.03","1288.00"
"Gujarat","Bharuch","Bajra","Summer","0.00","0.01","2882.00"
"Gujarat","Bharuch","Bajra","Total","0.00","0.01","2882.00"
"Gujarat","Bharuch","Shree Anna /Nutri Cereals","Kharif","0.01","0.01","1366.00"
"Gujarat","Bharuch","Shree Anna /Nutri Cereals","Rabi","0.02","0.02","1240.00"
"Gujarat","Bharuch","Shree Anna /Nutri Cereals","Summer","0.00","0.01","2882.00"
"Gujarat","Bharuch","Shree Anna /Nutri Cereals","Total","0.03","0.04","1444.00"
"Gujarat","Bharuch","Nutri/Coarse Cereals","Kharif","0.02","0.03","1419.00"
"Gujarat","Bharuch","Nutri/Coarse Cereals","Rabi","0.02","0.02","1389.00"
"Gujarat","Bharuch","Nutri/Coarse Cereals","Summer","0.00","0.01","2882.00"
"Gujarat","Bharuch","Nutri/Coarse Cereals","Total","0.04","0.06","1508.00"
"Gujarat","Bharuch","Cereals","Kharif","0.12","0.20","1601.00"
"Gujarat","Bharuch","Cereals","Rabi","0.20","0.38","1886.00"
"Gujarat","Bharuch","Cereals","Summer","0.09","0.27","2971.00"
"Gujarat","Bharuch","Cereals","Total","0.42","0.85","2039.00"
"Gujarat","Bharuch","Tur","Kharif","0.43","0.47","1107.00"
"Gujarat","Bharuch","Tur","Total","0.43","0.47","1107.00"
"Gujarat","Bharuch","Gram","Rabi","0.01","0.01","1038.00"
"Gujarat","Bharuch","Gram","Total","0.01","0.01","1038.00"
"Gujarat","Bharuch","Urad","Kharif","0.01","0.01","1106.00"
"Gujarat","Bharuch","Urad","Total","0.01","0.01","1106.00"
"Gujarat","Bharuch","Moong","Kharif","0.00","0.00","497.00"
"Gujarat","Bharuch","Moong","Summer","0.01","0.02","1201.00"
"Gujarat","Bharuch","Moong","Total","0.01","0.02","1176.00"
"Gujarat","Bharuch","Other Pulses","Rabi","0.19","0.13","721.00"
"Gujarat","Bharuch","Other Pulses","Total","0.19","0.13","721.00"
"Gujarat","Bharuch","Total Pulses","Total","0.64","0.64","996.00"
"Gujarat","Bharuch","Total Food Grains","Kharif","0.56","0.68","1217.00"
"Gujarat","Bharuch","Total Food Grains","Rabi","0.40","0.53","1321.00"
"Gujarat","Bharuch","Total Food Grains","Summer","0.11","0.29","2734.00"
"Gujarat","Bharuch","Total Food Grains","Total","1.06","1.49","1407.00"
"Gujarat","Bhavnagar","Wheat","Rabi","0.32","1.09","3412.00"
"Gujarat","Bhavnagar","Wheat","Total","0.32","1.09","3412.00"
"Gujarat","Bhavnagar","Maize","Kharif","0.00","0.00","1474.00"
"Gujarat","Bhavnagar","Maize","Rabi","0.01","0.02","2656.00"
"Gujarat","Bhavnagar","Maize","Summer","0.00","0.00","2022.00"
"Gujarat","Bhavnagar","Maize","Total","0.01","0.03","2530.00"
"Gujarat","Bhavnagar","Jowar","Kharif","0.00","0.00","1366.00"
"Gujarat","Bhavnagar","Jowar","Total","0.00","0.00","1366.00"
"Gujarat","Bhavnagar","Bajra","Kharif","0.08","0.20","2589.00"
"Gujarat","Bhavnagar","Bajra","Summer","0.10","0.31","3185.00"
"Gujarat","Bhavnagar","Bajra","Total","0.17","0.50","2921.00"
"Gujarat","Bhavnagar","Shree Anna /Nutri Cereals","Kharif","0.08","0.20","2579.00"
"Gujarat","Bhavnagar","Shree Anna /Nutri Cereals","Summer","0.10","0.31","3185.00"
"Gujarat","Bhavnagar","Shree Anna /Nutri Cereals","Total","0.17","0.50","2915.00"
"Gujarat","Bhavnagar","Nutri/Coarse Cereals","Kharif","0.08","0.20","2565.00"
"Gujarat","Bhavnagar","Nutri/Coarse Cereals","Rabi","0.01","0.02","2656.00"
"Gujarat","Bhavnagar","Nutri/Coarse Cereals","Summer","0.10","0.31","3184.00"
"Gujarat","Bhavnagar","Nutri/Coarse Cereals","Total","0.18","0.53","2894.00"
"Gujarat","Bhavnagar","Cereals","Kharif","0.08","0.20","2565.00"
"Gujarat","Bhavnagar","Cereals","Rabi","0.33","1.12","3392.00"
"Gujarat","Bhavnagar","Cereals","Summer","0.10","0.31","3184.00"
"Gujarat","Bhavnagar","Cereals","Total","0.50","1.62","3224.00"
"Gujarat","Bhavnagar","Tur","Kharif","0.00","0.00","1162.00"
"Gujarat","Bhavnagar","Tur","Total","0.00","0.00","1162.00"
"Gujarat","Bhavnagar","Gram","Rabi","0.22","0.50","2310.00"
"Gujarat","Bhavnagar","Gram","Total","0.22","0.50","2310.00"
"Gujarat","Bhavnagar","Urad","Kharif","0.00","0.00","570.00"
"Gujarat","Bhavnagar","Urad","Summer","0.00","0.00","1200.00"
"Gujarat","Bhavnagar","Urad","Total","0.01","0.00","743.00"
"Gujarat","Bhavnagar","Moong","Kharif","0.01","0.00","497.00"
"Gujarat","Bhavnagar","Moong","Summer","0.01","0.01","1208.00"
"Gujarat","Bhavnagar","Moong","Total","0.02","0.02","997.00"
"Gujarat","Bhavnagar","Other Pulses","Kharif","0.00","0.00","686.00"
"Gujarat","Bhavnagar","Other Pulses","Total","0.00","0.00","686.00"
"Gujarat","Bhavnagar","Total Pulses","Total","0.24","0.53","2161.00"
"Gujarat","Bhavnagar","Total Food Grains","Kharif","0.09","0.21","2295.00"
"Gujarat","Bhavnagar","Total Food Grains","Rabi","0.55","1.62","2962.00"
"Gujarat","Bhavnagar","Total Food Grains","Summer","0.11","0.32","2936.00"
"Gujarat","Bhavnagar","Total Food Grains","Total","0.75","2.15","2877.00"
"Gujarat","Botad","Rice","Kharif","0.00","0.00","2431.00"
"Gujarat","Botad","Rice","Total","0.00","0.00","2431.00"
"Gujarat","Botad","Wheat","Rabi","0.22","0.74","3409.00"
"Gujarat","Botad","Wheat","Total","0.22","0.74","3409.00"
"Gujarat","Botad","Maize","Summer","0.00","0.00","2500.00"
"Gujarat","Botad","Maize","Total","0.00","0.00","2500.00"
"Gujarat","Botad","Bajra","Kharif","0.00","0.00","1844.00"
"Gujarat","Botad","Bajra","Summer","0.01","0.03","2882.00"
"Gujarat","Botad","Bajra","Total","0.01","0.03","2830.00"
"Gujarat","Botad","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1844.00"
"Gujarat","Botad","Shree Anna /Nutri Cereals","Summer","0.01","0.03","2882.00"
"Gujarat","Botad","Shree Anna /Nutri Cereals","Total","0.01","0.03","2830.00"
"Gujarat","Botad","Nutri/Coarse Cereals","Kharif","0.00","0.00","1844.00"
"Gujarat","Botad","Nutri/Coarse Cereals","Summer","0.01","0.03","2880.00"
"Gujarat","Botad","Nutri/Coarse Cereals","Total","0.01","0.03","2828.00"
"Gujarat","Botad","Cereals","Kharif","0.00","0.00","2142.00"
"Gujarat","Botad","Cereals","Rabi","0.22","0.74","3409.00"
"Gujarat","Botad","Cereals","Summer","0.01","0.03","2880.00"
"Gujarat","Botad","Cereals","Total","0.23","0.77","3375.00"
"Gujarat","Botad","Tur","Kharif","0.00","0.01","1162.00"
"Gujarat","Botad","Tur","Total","0.00","0.01","1162.00"
"Gujarat","Botad","Gram","Rabi","0.25","0.62","2518.00"
"Gujarat","Botad","Gram","Total","0.25","0.62","2518.00"
"Gujarat","Botad","Urad","Kharif","0.00","0.00","570.00"
"Gujarat","Botad","Urad","Total","0.00","0.00","570.00"
"Gujarat","Botad","Moong","Kharif","0.00","0.00","497.00"
"Gujarat","Botad","Moong","Summer","0.00","0.00","1201.00"
"Gujarat","Botad","Moong","Total","0.00","0.00","899.00"
"Gujarat","Botad","Other Pulses","Kharif","0.00","0.00","686.00"
"Gujarat","Botad","Other Pulses","Total","0.00","0.00","686.00"
"Gujarat","Botad","Total Pulses","Total","0.25","0.63","2458.00"
"Gujarat","Botad","Total Food Grains","Kharif","0.01","0.01","1096.00"
"Gujarat","Botad","Total Food Grains","Rabi","0.46","1.35","2935.00"
"Gujarat","Botad","Total Food Grains","Summer","0.01","0.04","2572.00"
"Gujarat","Botad","Total Food Grains","Total","0.48","1.40","2892.00"
"Gujarat","Chhotaudepur","Rice","Kharif","0.17","0.26","1556.00"
"Gujarat","Chhotaudepur","Rice","Total","0.17","0.26","1556.00"
"Gujarat","Chhotaudepur","Wheat","Rabi","0.01","0.02","2944.00"
"Gujarat","Chhotaudepur","Wheat","Total","0.01","0.02","2944.00"
"Gujarat","Chhotaudepur","Maize","Kharif","0.12","0.12","946.00"
"Gujarat","Chhotaudepur","Maize","Rabi","0.23","0.66","2801.00"
"Gujarat","Chhotaudepur","Maize","Summer","0.00","0.00","1500.00"
"Gujarat","Chhotaudepur","Maize","Total","0.36","0.78","2153.00"
"Gujarat","Chhotaudepur","Jowar","Rabi","0.00","0.00","1773.00"
"Gujarat","Chhotaudepur","Jowar","Total","0.00","0.00","1773.00"
"Gujarat","Chhotaudepur","Bajra","Summer","0.00","0.00","2882.00"
"Gujarat","Chhotaudepur","Bajra","Total","0.00","0.00","2882.00"
"Gujarat","Chhotaudepur","Shree Anna /Nutri Cereals","Rabi","0.00","0.00","1773.00"
"Gujarat","Chhotaudepur","Shree Anna /Nutri Cereals","Summer","0.00","0.00","2882.00"
"Gujarat","Chhotaudepur","Shree Anna /Nutri Cereals","Total","0.00","0.00","2621.00"
"Gujarat","Chhotaudepur","Nutri/Coarse Cereals","Kharif","0.12","0.12","946.00"
"Gujarat","Chhotaudepur","Nutri/Coarse Cereals","Rabi","0.23","0.66","2799.00"
"Gujarat","Chhotaudepur","Nutri/Coarse Cereals","Summer","0.00","0.01","1887.00"
"Gujarat","Chhotaudepur","Nutri/Coarse Cereals","Total","0.36","0.78","2155.00"
"Gujarat","Chhotaudepur","Cereals","Kharif","0.29","0.38","1296.00"
"Gujarat","Chhotaudepur","Cereals","Rabi","0.24","0.67","2803.00"
"Gujarat","Chhotaudepur","Cereals","Summer","0.00","0.01","1887.00"
"Gujarat","Chhotaudepur","Cereals","Total","0.54","1.06","1978.00"
"Gujarat","Chhotaudepur","Tur","Kharif","0.10","0.09","907.00"
"Gujarat","Chhotaudepur","Tur","Total","0.10","0.09","907.00"
"Gujarat","Chhotaudepur","Gram","Rabi","0.01","0.01","1521.00"
"Gujarat","Chhotaudepur","Gram","Total","0.01","0.01","1521.00"
"Gujarat","Chhotaudepur","Urad","Kharif","0.05","0.03","588.00"
"Gujarat","Chhotaudepur","Urad","Summer","0.00","0.00","600.00"
"Gujarat","Chhotaudepur","Urad","Total","0.05","0.03","588.00"
"Gujarat","Chhotaudepur","Moong","Kharif","0.00","0.00","497.00"
"Gujarat","Chhotaudepur","Moong","Summer","0.01","0.01","1201.00"
"Gujarat","Chhotaudepur","Moong","Total","0.01","0.01","1174.00"
"Gujarat","Chhotaudepur","Other Pulses","Rabi","0.04","0.04","1059.00"
"Gujarat","Chhotaudepur","Other Pulses","Total","0.04","0.04","1059.00"
"Gujarat","Chhotaudepur","Total Pulses","Total","0.20","0.18","886.00"
"Gujarat","Chhotaudepur","Total Food Grains","Kharif","0.44","0.49","1128.00"
"Gujarat","Chhotaudepur","Total Food Grains","Rabi","0.28","0.72","2550.00"
"Gujarat","Chhotaudepur","Total Food Grains","Summer","0.02","0.02","1299.00"
"Gujarat","Chhotaudepur","Total Food Grains","Total","0.74","1.24","1679.00"
"Gujarat","Dahod","Rice","Kharif","0.38","0.70","1856.00"
"Gujarat","Dahod","Rice","Total","0.38","0.70","1856.00"
"Gujarat","Dahod","Wheat","Rabi","0.55","1.25","2264.00"
"Gujarat","Dahod","Wheat","Total","0.55","1.25","2264.00"
"Gujarat","Dahod","Maize","Kharif","1.23","1.36","1106.00"
"Gujarat","Dahod","Maize","Rabi","0.35","0.91","2604.00"
"Gujarat","Dahod","Maize","Total","1.58","2.27","1437.00"
"Gujarat","Dahod","Bajra","Summer","0.00","0.00","2882.00"
"Gujarat","Dahod","Bajra","Total","0.00","0.00","2882.00"
"Gujarat","Dahod","Ragi","Kharif","0.02","0.02","835.00"
"Gujarat","Dahod","Ragi","Total","0.02","0.02","835.00"
"Gujarat","Dahod","Shree Anna /Nutri Cereals","Kharif","0.02","0.02","835.00"
"Gujarat","Dahod","Shree Anna /Nutri Cereals","Summer","0.00","0.00","2882.00"
"Gujarat","Dahod","Shree Anna /Nutri Cereals","Total","0.02","0.02","874.00"
